GENE,HUVECs_2,HUVECs_3,HUVECs_4,HDLECs_1,HDLECs_2,HDLECs_3
RGS7,7,3,5,34,13,11
MIR3123,0,0,0,0,0,0
LOC105373230,7,5,3,25,17,11
FH,2688,2763,2531,3836,2721,2623
KMO,821,932,1128,617,451,738
LOC105373233,3,6,4,1,0,5
OPN3,1014,1168,1436,761,560,889
CHML,2,1,0,0,1,0
WDR64,4,2,2,1,1,1
LOC105373231,0,0,0,0,0,0
EXO1,687,558,464,362,211,217
BECN2,0,0,0,0,0,0
MAP1LC3C,0,5,5,0,3,0
PLD5,2,0,0,0,0,1
LOC105373235,0,0,0,0,0,0
LOC105373234,0,0,0,0,0,0
LOC107985466,0,0,0,0,0,0
LINC01347,0,0,0,0,0,0
CEP170,67,60,62,68,53,50
SDCCAG8,0,0,0,0,0,0
MIR4677,0,0,0,0,0,0
AKT3,40,54,55,55,44,67
LOC105373255,0,0,0,0,0,0
LINC02774,2,1,4,1,4,2
LOC105373258,0,0,0,0,0,0
ZBTB18,3049,2353,3296,2233,1343,1213
LOC440742,0,0,0,0,0,0
LOC112268257,0,0,0,0,0,0
LOC105373261,0,0,0,0,0,0
LOC105373260,0,0,0,0,0,0
LOC105373262,6,9,196,1,3,13
LOC107985371,209,218,99,59,35,10
C1orf100,11,6,2,4,6,5
ADSS2,9359,9958,8466,7110,5755,5190
LOC105373264,55,40,28,26,18,10
CATSPERE,79,59,61,87,70,74
DESI2,5159,5183,5490,4860,4439,4595
LOC122455338,0,3,1,3,0,1
LOC107985372,0,0,0,0,0,0
LOC112268258,4,0,0,0,0,1
COX20,1173,1471,1212,2035,1544,1262
HNRNPU,21873,20740,20999,17033,19011,18538
SNORA100,0,0,0,0,0,0
LOC101928068,29,17,18,10,43,33
EFCAB2,383,521,408,282,300,281
LOC107985725,5,6,0,4,1,2
KIF26B,8,9,7,54,156,222
KIF26B-AS1,2,0,0,2,1,0
LOC105373266,0,0,0,0,0,0
LOC105373265,1,0,1,0,3,1
SMYD3,758,779,850,801,712,710
LOC105373270,1,3,1,3,0,0
LOC105373269,25,4,4,1,2,0
SMYD3-AS1,14,6,2,4,4,5
LOC107985599,28,4,7,10,3,2
LOC107985726,2,1,4,0,0,0
LINC01743,0,0,0,0,0,0
TFB2M,743,804,865,815,615,600
CNST,1098,1157,1281,1901,2108,2313
LOC105373271,8,2,4,7,8,5
LOC102724382,5,2,3,2,3,6
SCCPDH,2868,2996,2597,3083,2683,2661
LOC107985373,5,3,2,2,1,2
LINC01341,8,3,4,6,2,3
AHCTF1,3946,3715,3636,3791,3717,3825
ZNF695,56,54,20,32,21,25
ZNF670-ZNF695,1,0,1,0,0,0
ZNF670,311,339,461,331,353,452
ZNF669,404,467,549,416,380,477
FLJ39095,2,2,3,4,5,10
LINC02897,2,1,2,4,3,11
ZNF124,1389,2269,2239,1888,1671,1504
LOC112268259,155,157,127,154,103,137
MIR3916,15,7,4,8,1,6
VN1R5,0,0,0,0,0,0
LOC105373273,1,0,1,0,0,1
ZNF496,5316,5955,5213,4076,4008,4365
LOC107985115,225,202,159,134,124,159
LOC107985375,0,0,0,0,1,0
NLRP3,13,5,15,34,1,8
OR2B11,0,0,0,0,0,0
OR2W5P,0,0,0,0,0,0
GCSAML,0,0,0,0,0,0
OR2C3,0,0,1,0,0,0
GCSAML-AS1,0,0,0,0,0,0
LOC102724446,0,0,0,0,0,0
OR2G2,0,0,0,0,0,0
OR2G3,0,0,0,0,0,0
OR14L1P,0,0,0,0,0,0
OR13G1,0,0,0,0,0,1
OR6F1,0,0,0,0,0,1
OR14A2,0,0,0,0,1,1
OR14K1,0,0,0,0,0,0
OR1C1,0,0,1,0,0,1
OR9H1P,0,0,0,0,0,0
OR14A16,0,0,0,0,0,0
OR11L1,0,0,0,0,0,0
TRIM58,5,1,15,4,9,7
OR2W3,0,0,0,1,2,1
OR2T8,0,0,0,0,0,0
OR2AJ1,0,0,0,0,0,0
OR2L13,0,0,2,0,0,0
OR2L8,0,0,0,0,0,0
OR2AK2,0,0,0,0,0,0
OR2L1P,0,0,1,0,0,0
OR2L5,0,0,0,0,0,0
OR2L2,0,0,0,0,0,0
OR2L3,0,0,0,0,0,0
LOC105373275,0,0,0,0,0,0
OR2M1P,0,0,0,0,0,0
OR2M5,0,0,0,0,0,0
OR2M2,0,0,0,0,0,0
OR2M3,0,0,0,0,0,0
OR2M4,0,0,0,0,0,0
OR2T33,0,0,0,0,0,0
OR2T12,0,0,0,0,0,0
OR2M7,0,0,0,0,0,0
OR14C36,0,0,0,0,0,0
OR2T4,0,0,0,0,0,0
OR2T6,0,0,0,0,0,0
OR2T1,0,0,0,0,0,0
OR2T7,0,0,0,0,0,0
OR2T2,0,0,0,0,0,0
LOC105373279,0,0,0,0,0,0
OR2T3,0,0,0,0,0,0
LOC105373277,0,0,0,0,0,0
OR2T5,0,0,0,0,0,0
OR2G6,0,0,0,0,0,0
OR2T29,0,0,0,0,0,0
OR2T34,0,0,0,0,0,0
OR2T10,0,0,0,0,0,0
OR2T11,0,0,0,0,0,0
OR2T35,0,0,0,0,0,0
OR2T27,0,0,0,0,0,0
OR14I1,0,0,0,0,0,0
LYPD9P,0,0,0,0,0,0
LYPD8,0,0,0,1,0,0
LOC107985747,0,0,0,0,0,0
SH3BP5L,2402,2499,2249,2354,2179,2223
MIR3124,7,8,9,11,9,22
ZNF672,1325,1343,1202,1143,1087,1318
ZNF692,376,384,257,299,181,182
PGBD2,277,263,298,259,235,279
TRL-CAA4-1,0,0,0,0,1,0
TRE-CTC2-1,0,1,0,4,5,0
LOC107987362,6,5,3,7,17,8
LOC105379854,9,7,6,9,26,12
LOC105379521,6,3,4,3,10,1
LOC101060632,5,2,0,1,5,3
LOC102724250,607,529,1004,431,281,789
LOC105379523,0,0,0,0,0,0
LOC107987365,0,0,0,0,0,0
LOC107987366,4,3,6,14,8,12
LOC102724562,0,1,0,0,0,2
LOC105379524,38,85,25,22,11,19
TRN-GTT26-1,7,5,1,6,0,0
LOC440570,17,28,36,20,1,2
TRNAE-UUC,0,0,0,0,0,0
FAM110C,0,0,0,71,95,30
LOC105373324,0,0,0,0,0,0
SH3YL1,697,623,709,506,400,417
ACP1,3268,3593,3711,3099,2649,2539
ALKAL2,8,2,6,4,2,2
LOC101927262,0,0,1,0,0,0
LOC105373346,1,3,0,2,0,2
LINC01865,0,0,0,0,0,0
LOC105373351,0,0,0,0,0,0
LINC01874,0,0,0,0,0,0
LOC100996637,0,0,0,0,0,0
LINC01875,0,0,0,0,0,0
LOC105373352,0,0,0,0,0,0
TMEM18,688,869,725,913,626,748
TMEM18-DT,48,90,60,64,58,64
LOC105373479,2,1,0,0,0,0
LOC105373358,0,0,0,0,0,0
LOC105373480,0,0,0,0,1,0
LOC105373392,0,0,0,0,0,0
LINC01115,0,0,0,0,0,2
LINC01939,0,0,0,0,0,0
LOC105373481,0,0,0,0,0,0
SNTG2-AS1,0,0,0,0,0,0
SNTG2,0,0,0,2,1,3
LOC105373359,0,0,0,0,0,0
TPO,1,1,2,1,5,0
LOC102723730,0,0,0,0,0,0
PXDN,41387,32987,47038,47690,63806,53528
MYT1L,0,4,3,1,0,1
LOC107985838,0,0,0,0,0,0
MYT1L-AS1,0,0,0,0,0,0
LOC105373389,0,0,0,0,0,0
LOC107985839,0,0,0,0,0,0
LOC105373390,0,0,1,0,0,0
LINC01250,0,0,0,0,1,0
LOC107985840,6,7,5,4,3,3
EIPR1,1265,1363,1347,1669,1266,1097
TRAPPC12,1209,1297,976,1028,1232,1581
LOC112268321,0,0,0,0,0,0
ADI1,873,1000,926,1154,1444,1417
RNASEH1,3346,3212,3304,3225,2589,2443
RNASEH1-DT,97,179,172,254,237,191
RPS7,21013,28590,25626,24707,23648,21446
COLEC11,3,1,6,14,34,38
ALLC,0,0,0,2,0,0
LOC105373393,0,0,0,0,0,0
DCDC2C,0,0,0,11,1,6
LINC01304,0,0,0,0,0,0
LOC105373394,0,0,0,0,0,0
LOC105373395,0,0,0,0,0,0
LOC105373397,0,2,0,0,0,0
LOC107985841,0,0,0,0,0,0
LINC01249,0,0,0,0,0,0
LOC105373398,0,0,0,0,0,0
LOC105373399,0,0,0,0,0,0
LOC107985842,0,0,0,0,0,0
LOC107985843,0,0,0,0,0,0
LINC01248,0,0,1,0,0,0
SOX11,0,0,1,0,0,0
LOC112268411,0,0,0,0,0,0
LINC01810,0,0,0,0,0,0
SILC1,0,0,0,0,0,0
MIR7158,0,0,0,0,0,0
LOC400940,0,0,0,0,0,0
LOC105373401,0,0,0,0,0,0
LINC01247,0,0,0,0,0,0
LOC105373402,0,0,0,0,0,0
LINC01824,0,0,0,0,0,0
LOC107985845,0,0,0,0,0,0
LINC01246,0,0,0,0,0,0
MIR7515HG,0,0,0,0,0,0
MIR7515,0,0,0,0,0,0
LINC00487,0,0,0,0,0,0
LOC105373404,0,0,0,0,0,0
NRIR,0,0,0,1,0,0
CMPK2,82,72,81,56,16,21
RSAD2,15,16,27,27,3,3
GRASLND,51,56,81,107,160,107
RNF144A,3959,3790,3743,4216,3591,5578
LOC101929452,3,0,1,3,4,1
LOC107985847,2,0,3,0,0,0
LOC105373406,1,0,0,0,0,0
LOC100506274,0,0,0,0,0,0
LOC105373407,0,0,0,0,0,0
LOC101929510,0,0,0,0,0,0
LOC107985848,0,0,0,0,0,0
LINC01871,0,0,0,0,0,0
LOC105373408,0,0,0,0,0,0
LOC101929861,0,0,0,0,0,0
LOC105373409,0,0,0,0,0,0
LOC101929551,0,0,0,0,0,0
LINC00298,0,0,0,0,0,0
LINC00299,0,0,0,1,1,1
LINC01814,0,0,0,0,0,0
LOC105373411,0,0,0,0,0,0
ID2-AS1,6,13,11,10,15,7
ID2,78,115,62,420,603,842
LOC107985849,0,0,0,0,0,0
KIDINS220,5228,4651,6239,5673,6115,6581
MBOAT2,1127,886,1131,822,221,433
LOC105373414,1,0,0,0,0,0
LOC105373416,0,0,0,0,0,0
LOC105373415,0,0,0,0,0,0
LOC105373417,0,0,0,0,0,0
LOC100506317,1,4,3,0,3,2
ASAP2,10776,9841,11074,8459,7575,7557
LOC107985851,43,43,16,9,5,11
ITGB1BP1,6472,6387,6395,5820,5228,5589
CPSF3,2365,2887,2656,2259,2027,2033
IAH1,2816,2842,3006,2900,2706,2623
ADAM17,5700,5636,6228,4823,4978,4802
LOC107985850,10,1,1,0,0,0
LOC101929643,6,6,2,4,1,1
YWHAQ,26344,26100,23340,26441,17644,22108
LOC105373418,0,1,1,0,0,0
LOC105373419,0,0,0,0,0,0
LOC100996549,0,0,0,0,0,0
LOC105373421,0,0,0,0,0,0
TAF1B,1012,1360,1187,935,1036,899
LOC105373422,56,62,52,43,62,90
GRHL1,36,48,45,41,14,16
LOC107985852,0,0,0,0,0,0
LOC112268412,39,78,46,66,56,69
LOC101929882,14,19,9,9,8,24
KLF11,808,772,788,1002,764,1377
CYS1,2,3,0,6,0,0
RRM2,6252,5761,4841,4196,2143,1945
MIR4261,0,0,0,0,0,0
LOC105373424,6,1,1,1,3,2
LOC101929691,6,12,5,4,9,5
HPCAL1,3838,4338,3350,4237,3080,3208
ODC1,5583,6963,4295,5021,1959,1614
SNORA80B,5,10,2,1,0,1
ODC1-DT,13,12,8,17,10,4
LOC105373426,0,0,0,2,1,0
NOL10,1895,2258,2025,1942,1480,1456
RN7SL832P,9,16,7,12,6,11
ATP6V1C2,10058,9504,10677,9165,9075,7269
LOC105373428,62,38,63,24,9,13
PDIA6,23120,22619,25188,21410,20856,16575
LINC01954,0,0,0,0,0,0
KCNF1,43,21,22,365,418,1012
FLJ33534,0,0,0,1,8,4
C2orf50,13,6,8,7,25,24
SLC66A3,2322,2226,2215,2926,3253,3401
ROCK2,8805,8518,8784,9890,11223,11922
LINC00570,0,0,0,0,0,0
LOC105373429,2,0,0,1,4,9
E2F6,737,648,671,671,660,637
GREB1,51,43,39,39,42,55
MIR4429,0,0,0,0,0,0
NTSR2,1,0,0,0,0,0
LPIN1,3265,3114,2848,2199,2047,1824
LOC100506405,12,15,9,16,18,9
LOC101929752,0,0,0,0,0,0
MIR548S,1,1,0,0,0,0
LOC105373430,0,0,0,3,0,1
MIR4262,0,0,0,0,0,0
MIR3681HG,0,0,0,0,3,1
LOC105373433,0,0,0,0,0,0
LOC105373432,0,0,0,2,0,0
MIR3681,0,0,0,0,0,0
LOC105373431,0,0,0,0,0,0
LOC107985853,0,0,0,0,0,0
TRIB2,2441,2062,4237,9109,17484,17922
MIR3125,0,2,3,0,4,11
LOC100506474,3,2,5,211,506,363
LOC105373436,0,0,0,38,81,90
LOC105373484,0,0,0,7,29,24
LOC105373437,0,0,0,0,0,0
LOC105373485,0,0,0,0,0,0
LOC105373438,0,0,0,0,0,0
LOC107985854,0,0,0,0,0,0
LINC00276,0,0,0,0,0,0
LRATD1,2,1,6,2473,536,1322
NBAS,5018,4955,5980,5712,6647,6585
LOC105373440,3,2,2,2,1,1
DDX1,5440,5999,6027,6144,5412,4972
LINC01804,0,0,0,0,0,0
MYCNUT,0,0,0,0,0,0
MYCNOS,73,28,35,54,80,114
MYCN,330,152,224,323,423,622
GACAT3,0,0,0,0,0,0
LOC105373443,0,0,0,0,0,0
LOC107985855,0,0,0,0,0,0
LOC105373444,0,0,0,0,0,0
CYRIA,5006,5431,5847,7999,7929,8397
LINC01866,0,0,0,0,0,0
LOC105373447,0,0,0,0,0,0
LOC105373448,0,0,0,0,0,0
RAD51AP2,0,0,0,0,0,0
VSNL1,9,5,11,2,0,1
SMC6,2888,2830,3390,2358,1732,1589
GEN1,1228,1039,1132,990,841,730
LOC105373449,10,10,9,6,3,7
MSGN1,0,1,0,0,0,0
LOC112267888,0,0,0,0,0,0
KCNS3,18,13,27,6,3,3
LOC105373451,13,8,3,1,1,0
LOC105373454,74,33,58,3,3,3
NT5C1B-RDH14,0,0,0,0,0,0
RDH14,51,79,24,54,53,144
LOC105373456,82,115,52,144,164,240
NT5C1B,3,0,1,3,2,4
LINC01376,3,6,1,4,8,7
LOC105373455,5,2,2,3,5,5
MIR4757,0,0,0,0,0,1
OSR1,1,1,0,102,67,163
LOC101928196,0,0,0,0,0,1
LOC105373458,0,0,0,0,1,0
LINC01808,3,0,3,3,0,0
LOC105373459,2,1,2,0,0,1
LOC105373461,0,0,1,0,0,0
LINC00954,7,2,2,3,12,8
TTC32,133,75,106,108,87,99
WDR35,924,841,1058,994,1029,932
WDR35-DT,9,21,21,9,7,12
MATN3,176,241,191,322,287,184
LAPTM4A,12620,13818,16676,14944,14901,16731
LAPTM4A-DT,8,4,9,14,10,13
LOC107985807,2,0,0,0,0,0
SDC1,853,1197,1252,818,545,1944
PUM2,7775,7183,8312,7613,7578,8143
LOC105373465,0,1,0,1,0,0
RHOB,33632,35743,51320,27178,12284,13731
LOC107985856,0,0,2,0,0,0
LOC102724948,0,0,0,0,0,0
HS1BP3,1657,1930,1895,1762,1809,2217
HS1BP3-IT1,1,3,0,9,6,5
LOC105373466,1,0,0,1,1,0
GDF7,257,137,577,820,772,628
LDAH,1464,1664,1897,1371,1083,1170
LINC02850,0,0,0,0,0,0
APOB,93,33,54,58,5,8
TDRD15,1,0,0,2,0,0
LOC105374317,1,2,0,3,0,0
LOC105374318,0,0,0,0,0,0
LOC100507562,0,0,0,0,0,0
LOC107984020,0,0,0,0,0,0
LOC101929230,0,0,0,0,0,0
LINC01822,0,0,0,0,0,0
LOC105374320,0,0,0,0,0,0
LINC01830,0,0,0,0,0,0
LINC01884,0,0,0,0,0,0
LOC107985857,0,0,0,0,0,0
LOC107985792,0,0,0,0,0,0
LOC107985859,0,0,0,0,0,0
LOC107985858,0,0,0,0,0,0
LOC102723389,0,0,0,0,0,0
LINC02923,1,2,0,1,0,2
KLHL29,648,512,564,685,622,759
LOC105374325,16,9,2,5,9,4
LOC102723401,9,3,2,9,3,8
ATAD2B,1289,1134,1292,994,922,1100
UBXN2A,1327,1301,1459,1739,1595,1626
MFSD2B,7,3,7,22,9,5
WDCP,1096,1157,1125,1012,782,829
FKBP1B,721,927,784,1161,815,826
SF3B6,2838,3257,3236,3602,3053,2971
FAM228B,809,899,863,875,647,803
TP53I3,2457,2798,2611,2732,1696,2159
PFN4,30,36,26,30,29,33
LOC105374328,0,5,2,0,2,2
FAM228A,11,13,12,3,6,26
ITSN2,3667,3538,3831,4504,4061,4755
LOC105374329,1,0,0,0,0,0
NCOA1,2641,2356,2793,2384,2486,2551
PTRHD1,1199,1445,1445,1361,1294,1360
LOC105369164,9,8,6,2,1,2
CENPO,3028,2809,2449,2298,1732,1824
ADCY3,3110,3026,2274,2688,2095,2487
LOC105377626,10,4,3,13,3,3
DNAJC27,139,124,146,187,136,131
DNAJC27-AS1,5,11,6,2,8,5
EFR3B,398,274,364,150,151,96
POMC,31,45,31,50,26,32
LINC01381,1,2,0,0,0,0
DNMT3A,4943,4615,5007,2410,3009,3311
MIR1301,0,1,0,0,0,1
DTNB,354,501,406,409,420,371
DTNB-AS1,38,64,29,52,56,38
LOC105374332,1,0,0,0,0,0
ASXL2,4277,3655,4274,4326,4785,4884
KIF3C,3655,3660,3611,3476,3959,5318
RAB10,9248,10381,10692,10414,8796,9388
LOC105374333,5,6,7,4,7,7
GAREM2,469,439,548,109,53,131
HADHA,11911,13122,12722,14008,13922,13513
HADHB,6798,7815,8034,9030,9928,9708
LOC105374334,46,40,19,4,16,9
ADGRF3,131,110,85,81,70,80
SELENOI,1660,1689,1721,2255,1563,1542
DRC1,15,7,20,4,0,2
OTOF,9,4,14,4890,5565,4799
FAM166C,4,3,8,2,1,2
CIB4,0,0,0,0,0,0
KCNK3,0,4,1,0,1,0
SLC35F6,3667,3649,3752,6423,7578,9639
CENPA,533,592,339,563,217,144
DPYSL5,0,0,2,0,0,0
MAPRE3,369,353,335,487,532,542
MAPRE3-AS1,0,0,2,1,0,0
TMEM214,5837,5370,5673,5377,6145,5668
AGBL5-AS1,2,5,2,1,3,2
TRY-GTA2-1,3,0,1,4,0,4
AGBL5,6042,7249,6261,6537,5923,6097
OST4,10263,12165,12073,12261,10555,10872
EMILIN1,224,480,236,2250,3629,6867
KHK,202,330,205,200,120,109
CGREF1,240,286,248,208,176,130
ABHD1,332,374,348,301,289,335
PREB,1958,2346,2010,1879,1732,1856
PRR30,0,0,1,0,0,0
TCF23,0,2,0,0,0,0
SLC5A6,2163,2377,1967,1849,1571,1656
ATRAID,3423,4471,4397,4167,3786,3622
CAD,6509,5661,5486,4220,4568,3899
SLC30A3,320,467,657,435,1202,765
DNAJC5G,5,3,1,3,7,6
TRIM54,2,4,0,3,5,3
UCN,10,19,13,3,7,16
MPV17,2204,2685,2440,2896,2806,2764
GTF3C2,3659,3718,3494,2943,2514,2455
GTF3C2-AS1,631,615,611,514,427,418
GTF3C2-AS2,219,176,193,163,166,165
EIF2B4,1487,1746,1535,1416,1180,1055
SNX17,5899,6935,6434,6310,5736,5449
ZNF513,864,748,692,607,546,586
PPM1G,6623,7091,6076,5704,4744,4736
FTH1P3,16,8,4,7,1,5
NRBP1,7490,7863,7425,7200,6379,6354
KRTCAP3,52,60,52,33,29,34
IFT172,1240,1212,1176,747,776,631
FNDC4,1897,2616,1870,1287,785,947
GCKR,55,68,16,9,4,2
C2orf16,234,215,224,181,141,87
ZNF512,2159,2520,2226,2123,1655,1691
CCDC121,153,218,196,135,96,133
GPN1,2947,3580,3201,2991,1845,1955
SUPT7L,2380,2440,2544,2213,2081,2105
SLC4A1AP,1301,1455,1406,1390,1173,1193
LINC01460,0,1,0,1,0,0
LOC105374378,0,0,0,0,0,0
MRPL33,586,707,738,872,767,602
RBKS,32,41,50,57,51,52
BABAM2,1613,1627,1767,1819,1864,1967
BABAM2-AS1,124,146,159,182,174,157
LOC105374369,7,9,7,11,6,4
MIR4263,2,4,6,1,2,3
LOC100505736,11,1,3,3,1,2
LOC100505716,19,9,24,7,9,16
LOC105374381,0,0,0,0,0,0
LOC105374382,1,1,0,0,0,0
LOC105374383,0,1,0,4,0,0
FOSL2-AS1,18,8,14,21,13,22
FOSL2,7760,5292,7477,10354,8709,7684
LOC102723530,2,0,0,1,0,0
PLB1,29,29,38,18,10,18
LOC105374384,0,0,0,0,0,0
LOC100505774,2,0,0,0,1,0
PPP1CB-DT,62,88,51,33,30,52
PPP1CB,14639,15768,16757,15533,15552,16358
SPDYA,159,195,161,182,126,124
TRMT61B,626,686,615,698,443,458
WDR43,3923,4297,4069,4285,2402,2532
SNORD92,0,0,0,0,1,1
SNORD53,2,0,0,0,2,0
SNORD53B,2,1,1,2,0,1
TOGARAM2,4,9,0,5,8,2
PCARE,0,0,0,0,0,0
LOC105374386,0,0,0,0,0,0
CLIP4,1072,741,959,1725,1307,772
ALK,9,6,3,3,1,4
LOC101929386,0,0,0,0,1,0
LOC105374389,0,0,0,0,0,0
LOC101929418,1,1,1,1,3,0
YPEL5,4314,4185,5793,5882,6823,5773
LOC105374414,2,0,0,2,1,0
SNORA10B,0,0,0,0,0,0
LBH,468,438,523,2407,1921,2524
LOC102723594,0,0,0,6,2,0
LINC01936,0,0,1,1,6,2
LCLAT1,1811,1767,2011,1873,1837,1801
CAPN13,0,0,0,0,0,0
LOC105374435,0,0,0,0,0,0
GALNT14,7,2,5,4,1,1
LOC107985861,0,0,0,0,0,0
CAPN14,6,5,8,4,3,8
EHD3,1333,1547,1789,785,1736,3188
XDH,0,0,0,1,0,1
SRD5A2,0,0,0,2,1,0
LOC107985862,0,0,0,0,0,0
LOC107985863,0,1,0,4,0,1
LINC01946,0,0,0,0,0,0
MEMO1,1403,1526,1485,1536,1269,1357
DPY30,1351,1679,1439,1493,1170,1049
SPAST,3152,3383,3769,2609,2451,2683
SLC30A6,2223,2229,2726,2369,2468,2422
NLRC4,18,7,14,14,15,15
YIPF4,2370,2390,2727,2747,2960,3399
BIRC6,10231,8816,10396,11196,13444,13157
MIR558,0,1,0,0,0,0
BIRC6-AS2,5,1,0,0,2,0
TTC27,1312,1579,1405,1374,1325,1125
MIR4765,0,0,0,0,0,0
LINC00486,4,1,3,2,3,4
LOC105374453,0,0,0,0,0,0
LTBP1,7019,4962,5235,10802,25529,19067
MIR4430,1,0,0,0,0,0
RASGRP3,1460,1570,1464,9024,10424,15208
RASGRP3-AS1,55,61,75,381,440,692
FAM98A,4324,4540,4449,4612,4263,3697
LOC105374455,0,1,0,0,0,0
LOC107985864,0,1,0,0,0,0
LINC01317,0,0,0,2,0,1
MYADML,1,0,0,0,0,0
LOC105374456,0,0,0,0,0,0
LINC01318,0,0,0,0,0,0
LOC105374457,0,0,0,0,0,0
LOC105374459,0,0,0,0,0,0
LINC01320,0,0,0,0,0,2
LOC107985865,0,0,0,0,0,0
LOC105374458,0,0,0,0,0,0
LOC105374461,0,0,0,0,0,0
LOC107985808,0,0,0,0,0,0
MIR548AD,0,0,0,0,0,0
LOC107985866,0,0,0,0,0,0
CRIM1-DT,0,0,0,0,0,0
CRIM1,52436,28882,62593,62577,59911,33820
FEZ2,4860,4950,5102,6677,4758,4796
VIT,40,38,40,33,21,8
STRN,4745,4685,4640,5071,5027,5210
HEATR5B,2216,2020,2159,1868,2371,2330
GPATCH11,948,1108,1048,970,775,830
EIF2AK2,7522,7225,7715,6957,5659,5657
SULT6B1,0,0,0,1,0,0
CEBPZOS,2886,3181,3006,2881,2128,1909
CEBPZ,2983,3491,3377,3084,2492,2563
NDUFAF7,2336,2475,2222,2147,1609,1749
PRKD3,6429,7459,6704,6388,5088,5227
PRKD3-DT,3,15,5,7,2,4
QPCT,962,1370,846,104,23,31
LOC107985868,2,1,1,1,0,0
LOC105374464,2,2,3,7,2,4
CDC42EP3,9509,9519,8144,7906,4397,3442
LOC107985870,1,5,1,2,4,1
LOC105374465,0,0,0,0,1,0
LOC107985869,1,1,1,0,3,2
LINC00211,43,44,36,25,31,15
RMDN2,86,96,106,88,107,105
RMDN2-AS1,2,1,3,0,0,0
LOC107985872,0,0,0,0,1,0
CYP1B1,12,5,17,8,65,52
LOC105374466,0,0,0,0,0,0
CYP1B1-AS1,0,0,0,0,2,0
LOC107985871,0,0,0,0,0,0
LOC102723739,0,0,0,0,0,0
LOC105374467,0,0,0,0,0,0
ATL2,1802,1866,1899,1784,1433,1448
LOC105374468,0,0,0,0,0,0
LINC01883,0,0,0,0,0,0
LINC02613,0,0,1,0,0,1
HNRNPLL,2524,2757,2699,2515,2169,2380
GALM,484,536,481,319,270,423
SRSF7,3695,4252,3496,3250,2107,2540
GEMIN6,415,489,416,472,300,315
DHX57,2019,2072,2067,1664,1615,1503
LOC105374470,0,2,0,2,1,1
MORN2,366,453,388,378,313,352
ARHGEF33,37,34,40,13,14,21
LOC105374471,2,0,5,2,0,1
LOC375196,32,33,28,10,7,12
SOS1,4537,4125,4833,4231,4301,4267
CDKL4,26,33,35,28,12,16
MAP4K3,2014,1748,2183,1713,1286,1276
MAP4K3-DT,138,159,145,102,120,45
TMEM178A,56,56,63,36,18,17
THUMPD2,316,288,322,259,130,186
LOC112268436,0,0,0,0,0,0
SLC8A1-AS1,0,0,1,0,0,0
SLC8A1,87,66,71,207,9,14
LOC101929667,0,1,0,0,0,0
LOC105374473,0,0,0,0,0,0
LOC105374475,0,0,0,0,0,0
LOC105374497,0,0,0,0,0,0
LOC105374491,0,0,0,0,0,0
LINC01794,0,0,0,0,0,0
LOC105374506,0,0,0,0,0,0
LINC01913,0,0,0,0,0,0
LINC01914,0,0,0,0,0,0
LINC02898,0,0,0,0,0,1
LOC105374517,0,0,0,0,0,0
PKDCC,188,314,264,62,70,114
LOC105374531,0,0,0,0,0,0
EML4-AS1,2,1,0,2,0,0
EML4,3714,3591,3861,3100,3094,3636
LOC107985874,3,1,2,1,2,1
LOC107985873,206,256,256,213,175,218
COX7A2L,4194,5162,4661,5123,4546,4355
LOC105374537,0,0,0,0,0,0
KCNG3,1,0,0,0,1,0
MTA3,2877,2888,2825,2237,2359,2380
LOC105374555,12,11,11,10,7,4
OXER1,1,1,5,0,0,0
HAAO,34,21,22,12,13,24
LOC107985875,26,33,47,27,51,59
TRI-TAT2-1,1,3,5,2,9,15
LOC105374567,3,5,2,7,3,5
LOC105374568,0,3,1,2,3,3
LOC112268413,0,0,0,0,1,2
LINC01819,0,1,1,2,4,7
LOC107985876,1,0,0,0,0,1
LINC02580,2,5,4,2,0,2
LOC105374570,1,1,1,1,2,5
ZFP36L2,12045,13683,14095,11676,19641,28427
LINC01126,22,17,17,9,17,47
THADA,2164,2231,2327,2069,2211,2378
LOC107985877,61,97,89,63,79,92
PLEKHH2,57,134,81,20,6,1
C1GALT1C1L,32,31,36,4,4,2
DYNC2LI1,321,432,384,399,307,352
LOC105374571,2,0,0,0,3,2
ABCG5,5,2,0,2,1,1
ABCG8,7,4,2,3,1,3
LOC102725159,0,0,0,0,0,0
LRPPRC,10301,11952,10859,9832,9120,7097
LOC102723904,30,32,33,60,38,36
PPM1B,1172,1029,1242,1252,1274,1315
SLC3A1,1608,1640,1934,1741,1424,1348
PREPL,3868,3785,4731,4087,3548,3098
CAMKMT,367,353,386,288,260,227
LOC107985878,25,16,27,13,13,13
LOC105374573,0,0,0,0,0,0
LINC01833,0,0,0,0,0,0
SIX3-AS1,0,0,0,0,0,0
SIX3,0,0,0,0,0,0
SIX2,13,25,30,1,3,2
LOC107985809,6,1,9,0,2,0
LINC01121,25,14,28,3,3,2
LOC105374576,1,4,1,0,0,2
LOC105374577,2,0,0,1,0,1
SRBD1,1027,1054,1281,1685,1579,1924
LOC102724965,115,113,101,113,126,134
PRKCE,2667,2085,2860,2805,2181,1665
PRKCE-AS1,6,0,3,1,0,1
LOC101926974,5,2,5,2,5,3
LOC105374581,6,7,0,0,0,0
EPAS1,85388,75690,92783,76238,71512,59670
LINC01820,3,0,0,2,2,2
